empresa,associado
416678,416688
416678,416689
416678,416690
416678,416691
416678,416692
416678,416693
416678,416694
416677,416695
416695,416696
416696,416697
416697,416705
416697,416707
416697,416704
416697,416710
416697,416706
416697,416711
416697,416709
416697,416708
416697,416698
416697,416699
416697,416700
416697,416701
416697,416702
416697,416703
416697,416712
416697,416713
416696,416714
416695,416715
416677,416716
416677,416717
416649,416718
416600,416719
416599,416720
416598,416763
416763,416764
416764,416835
416835,416890
416890,416891
416891,416892
416891,416893
416891,416894
416891,416895
416891,416896
416890,416897
416897,416898
416897,416899
416897,416900
416897,416901
416897,416902
416890,416903
416903,416904
416904,416905
416904,416906
416904,416907
416903,416922
416922,416923
416922,416924
416922,416925
416903,416936
416936,416937
416936,416938
416936,416939
416903,416918
416918,416919
416918,416920
416918,416921
416903,416908
416908,416909
416908,416910
416908,416911
416903,416935
416903,416930
416903,416926
416926,416927
416926,416928
416926,416929
416903,416933
416903,416931
416903,416932
416903,416934
416903,416912
416912,416913
416912,416914
416912,416915
416912,416916
416912,416917
416903,416940
416903,416941
416890,416942
416890,416943
416835,416836
416836,416837
416837,416838
416837,416839
416837,416840
416837,416841
416837,416842
416836,416843
416843,416846
416843,416844
416843,416845
416843,416847
416843,416848
416836,416849
416849,416862
416862,416863
416862,416864
416862,416865
416849,416872
416872,416873
416872,416874
416872,416875
416849,416858
416858,416859
416858,416860
416858,416861
416849,416850
416850,416851
416850,416852
416850,416853
416849,416854
416854,416855
416854,416856
416854,416857
416849,416885
416849,416880
416849,416876
416876,416877
416876,416878
416876,416879
416849,416883
416849,416881
416849,416882
416849,416884
416849,416866
416866,416867
416866,416868
416866,416869
416866,416870
416866,416871
416849,416886
416849,416887
416836,416888
416836,416889
416835,416944
416764,416765
416765,416766
416766,416767
416767,416768
416768,416769
416769,416770
416770,416771
416771,416780
416771,416782
416771,416779
416771,416785
416771,416781
416771,416772
416771,416784
416771,416783
416771,416773
416771,416774
416771,416775
416771,416776
416771,416777
416771,416778
416771,416786
416771,416787
416770,416788
416769,416789
416768,416790
416767,416791
416766,416792
416765,416793
416793,416794
416794,416796
416794,416798
416794,416795
416794,416801
416794,416797
416794,416802
416794,416800
416794,416799
416794,416803
416794,416804
416794,416805
416794,416806
416794,416807
416794,416808
416794,416809
416794,416810
416793,416811
416811,416812
416812,416813
416813,416821
416813,416823
416813,416820
416813,416826
416813,416822
416813,416827
416813,416825
416813,416824
416813,416814
416813,416815
416813,416816
416813,416817
416813,416818
416813,416819
416813,416828
416813,416829
416812,416830
416811,416831
416793,416832
416793,416833
416765,416834
416764,416945
416763,416946
416598,416722
416722,416744
416744,416746
416744,416748
416744,416745
416744,416751
416744,416747
416744,416752
416744,416750
416744,416749
416744,416753
416744,416754
416744,416755
416744,416756
416744,416757
416744,416758
416744,416759
416744,416760
416722,416723
416723,416724
416724,416725
416725,416727
416725,416729
416725,416726
416725,416732
416725,416728
416725,416733
416725,416731
416725,416730
416725,416734
416725,416735
416725,416736
416725,416737
416725,416738
416725,416739
416725,416740
416725,416741
416724,416742
416723,416743
416722,416761
416722,416762
416598,416721
416598,416947
CTAX,416949
CTAX,416948
CTAX,416950
CTAX,416951
416951,416973
416973,416979
416973,416977
416973,416980
416973,416974
416973,416978
416973,416987
416973,416975
416973,416976
416973,416986
416973,416985
416973,416984
416973,416983
416973,416982
416973,416981
416973,416988
416973,416989
416951,416952
416952,416953
416953,416954
416954,416956
416954,416958
416954,416955
416954,416961
416954,416957
416954,416962
416954,416960
416954,416959
416954,416963
416954,416964
416954,416965
416954,416966
416954,416967
416954,416968
416954,416969
416954,416970
416953,416971
416952,416972
416951,416990
416951,416991
CTAX,416993
CTAX,416992
CTAX,416994
DTCY,372434
372434,372435
372434,372436
372434,372437
DTCY,372446
372446,372447
372446,372448
372446,372449
372446,372450
372446,372451
DTCY,372428
372428,372432
372428,372431
372428,372429
372428,372430
372428,372433
DTCY,372422
DTCY,372439
372439,372441
372441,372443
372441,372442
372441,372444
372439,372440
372439,372445
DTCY,372438
DTCY,372453
372453,372454
372454,372455
372455,372456
372455,372457
372455,372458
372455,372459
372455,372460
372454,372461
372461,372462
372461,372463
372461,372464
372461,372465
372461,372466
372461,372467
372454,372468
372453,372469
372469,372470
372470,372471
372471,372472
372472,372473
372472,372474
372471,372475
372470,372476
372469,372477
372469,372478
372453,372479
DTCY,372423
372423,372424
372423,372426
372423,372425
372423,372427
DTCY,372452
DTCY,372481
DTCY,372480
DTCY,372482
OPDL,380045
380045,380046
380046,380047
380046,380048
380045,380049
OPDL,380053
380053,380054
380054,380055
380055,380056
380055,380057
380055,380058
380055,380059
380055,380060
380055,380061
380054,380062
380053,380063
OPDL,380064
380064,380065
380065,380066
380065,380067
380064,380068
380068,380069
380068,380070
380064,380071
380071,380072
380071,380073
380064,380074
380064,380075
OPDL,380076
380076,380077
380076,380078
OPDL,380079
380079,380080
380079,380081
OPDL,380082
380082,380083
380083,380084
380083,380085
380083,380086
380082,380087
380082,380088
OPDL,380089
380089,380090
380089,380039
380089,380040
OPDL,380041
380041,380042
380041,380043
380041,380044
OPDL,380051
OPDL,380050
OPDL,380052
DOCA,384771
384771,384772
384771,384773
384771,384774
DOCA,384769
DOCA,384767
DOCA,384768
DOCA,384770
DOCA,384776
DOCA,384775
DOCA,384777
18716,337439
337439,337440
337439,337441
337439,337442
337439,337443
18716,337445
18716,337444
18716,337446
EBTP,405049
405049,405050
405049,405051
405049,405052
EBTP,405053
405053,405055
405053,405054
405053,405056
EBTP,405058
EBTP,405057
EBTP,405059
INET,337822
337822,337823
337823,337824
337823,337825
337825,337826
337825,337827
337825,337828
337823,337829
337829,337830
337829,337831
337829,337832
337823,337833
337823,337834
337823,337835
337822,337836
337822,337837
INET,337839
INET,337838
INET,337840
MLFT,408510
408510,408511
408510,408512
408510,408513
408510,408514
MLFT,408525
408525,408526
408525,408527
408525,408528
MLFT,408523
MLFT,408524
MLFT,408529
408529,408530
408530,408532
408530,408533
408530,408531
408530,408534
408530,408535
408529,408536
408529,408537
MLFT,408509
MLFT,408515
408515,408516
408515,408517
408515,408518
408515,408519
408515,408520
408515,408521
MLFT,408522
MLFT,408539
MLFT,408538
MLFT,408540
PITI,351210
351210,351212
351212,351213
351212,351214
351210,351211
351210,351215
PITI,351216
PITI,351217
SPRT,391579
391579,391580
391580,391581
391581,391590
391590,391591
391591,391592
391591,391593
391590,391594
391581,391582
391582,391583
391583,391584
391584,391585
391584,391586
391583,391587
391582,391588
391582,391589
391581,391595
391581,391596
391580,391597
391597,391598
391598,391599
391599,391600
391599,391601
391598,391602
391597,391603
391597,391604
391580,391605
391580,391606
391579,391607
391579,391608
SPRT,391609
391609,391610
391610,391611
391611,391612
391611,391613
391610,391614
391609,391615
391609,391616
SPRT,391617
391617,391626
391626,391627
391627,391628
391627,391629
391626,391630
391617,391618
391618,391619
391619,391620
391620,391621
391620,391622
391619,391623
391618,391624
391618,391625
391617,391631
391617,391632
SPRT,391634
SPRT,391633
SPRT,391635
LFFE,408467
408467,408489
408489,408491
408489,408490
408489,408492
408489,408493
408467,408485
408485,408486
408485,408487
408485,408488
408467,408496
408467,408495
408467,408475
408475,408476
408476,408477
408476,408478
408476,408480
408476,408479
408476,408481
408475,408482
408475,408483
408467,408494
408467,408468
408468,408469
408468,408470
408468,408471
408468,408472
408468,408473
408468,408474
408467,408484
408467,408497
408467,408498
408467,408499
LFFE,408500
LFFE,408501
408501,408503
408501,408502
408501,408504
408501,408505
LFFE,408507
LFFE,408506
LFFE,408508
NETC,405075
405075,405076
405076,405102
405102,405135
405102,405103
405102,405104
405076,405105
405076,405077
405076,405078
405075,405079
405079,405080
405080,405081
405081,405082
405081,405083
405081,405084
405080,405085
405080,405086
405080,405087
405079,405088
405079,405089
405075,405090
NETC,405106
405106,405110
405110,405119
405119,405131
405119,405120
405119,405121
405110,405122
405110,405111
405110,405112
405106,405108
405108,405123
405123,405132
405123,405134
405123,405133
405123,405124
405123,405125
405108,405109
405106,405113
405113,405116
405116,405126
405126,405130
405126,405127
405126,405128
405116,405129
405116,405117
405116,405118
405113,405114
405113,405115
405106,405107
NETC,405091
405091,405092
405092,405093
405092,405094
405092,405095
405092,405096
405092,405097
405091,405098
NETC,405100
NETC,405099
NETC,405101
OIBR,387229
387229,387236
387236,387237
387236,387238
387229,387239
387239,387240
387239,387241
387229,387233
387233,387234
387233,387235
387229,387230
387230,387231
387230,387232
387229,387248
387248,387249
387248,387250
387229,387245
387245,387246
387245,387247
387229,387251
387251,387252
387251,387253
387229,387254
387254,387255
387254,387256
387229,387242
387242,387243
387242,387244
387229,387257
OIBR,387261
387261,387262
387261,387263
OIBR,387264
387264,387320
387320,387321
387321,387322
387322,387323
387323,387324
387323,387325
387322,387326
387321,387327
387320,387328
387264,387265
387265,387266
387266,387267
387267,387271
387271,387272
387271,387273
387267,387277
387277,387278
387277,387279
387267,387268
387268,387269
387268,387270
387267,387286
387286,387287
387286,387288
387267,387274
387274,387275
387274,387276
387267,387289
387289,387290
387289,387291
387267,387283
387283,387284
387283,387285
387267,387280
387280,387281
387280,387282
387267,387292
387292,387293
387292,387294
387267,387295
387295,387296
387295,387297
387267,387298
387298,387299
387298,387300
387267,387301
387301,387302
387301,387303
387267,387304
387304,387305
387304,387306
387267,387307
387307,387308
387307,387309
387267,387310
387267,387311
387266,387312
387265,387313
387313,387314
387314,387315
387314,387316
387313,387317
387265,387318
387265,387319
387264,387329
OIBR,387330
387330,387331
387330,387332
OIBR,387427
387427,387428
387428,387429
387428,387430
387427,387431
OIBR,387357
387357,387358
387357,387359
OIBR,387489
387489,387490
387489,387491
OIBR,387360
387360,387361
387360,387362
OIBR,387333
387333,387334
387334,387335
387335,387336
387336,387337
387336,387338
387335,387339
387339,387340
387340,387341
387340,387342
387339,387343
387343,387344
387343,387345
387339,387346
387346,387347
387346,387348
387339,387349
387339,387350
387335,387351
387334,387352
387352,387353
387352,387354
387334,387355
387333,387356
OIBR,387363
387363,387370
387370,387371
387371,387375
387371,387372
387372,387373
387372,387374
387371,387376
387371,387377
387370,387378
387378,387379
387379,387380
387379,387381
387378,387382
387378,387383
387370,387388
387388,387389
387388,387390
387370,387391
387391,387392
387391,387393
387370,387404
387404,387405
387405,387406
387405,387407
387405,387408
387405,387409
387405,387410
387404,387411
387404,387412
387370,387384
387370,387394
387394,387395
387394,387396
387370,387397
387397,387398
387397,387399
387397,387400
387397,387401
387397,387402
387397,387403
387370,387385
387385,387386
387385,387387
387370,387413
387370,387414
387363,387367
387367,387368
387367,387369
387363,387364
387364,387365
387364,387366
387363,387415
387363,387416
OIBR,387417
387417,387418
387418,387419
387419,387420
387419,387421
387418,387422
387422,387423
387422,387424
387418,387425
387417,387426
OIBR,387432
387432,387433
387433,387442
387442,387443
387442,387444
387442,387445
387433,387456
387456,387457
387456,387458
387456,387459
387433,387438
387438,387439
387438,387440
387438,387441
387433,387452
387452,387453
387452,387454
387452,387455
387433,387434
387434,387435
387434,387436
387434,387437
387433,387469
387433,387464
387433,387460
387460,387461
387460,387462
387460,387463
387433,387467
387433,387465
387433,387466
387433,387468
387433,387446
387446,387447
387446,387448
387446,387449
387446,387450
387446,387451
387433,387470
387433,387471
387432,387472
387472,387473
387472,387474
387472,387475
387472,387476
387472,387477
387432,387478
387478,387479
387478,387480
387478,387481
387478,387482
387478,387483
387432,387484
387432,387485
OIBR,387258
387258,387259
387258,387260
OIBR,387487
OIBR,387486
OIBR,387488
OPRE,358384
358384,358385
358385,358386
358385,358387
358384,358388
OPRE,358390
OPRE,358389
OPRE,358391
SLCT,391636
391636,391645
391645,391646
391646,391647
391647,391648
391647,391649
391646,391650
391645,391651
391651,391652
391652,391653
391653,391654
391653,391655
391652,391656
391651,391657
391651,391658
391645,391659
391645,391660
391636,391637
391637,391638
391638,391639
391639,391640
391639,391641
391638,391642
391637,391643
391637,391644
391636,391661
391636,391662
SLCT,391664
SLCT,391663
SLCT,391665
TELB,418450
TELB,418451
TELB,418452
TELB,418453
TELB,418455
TELB,418454
TELB,418456
TLMP,364594
364594,364595
364595,364596
364596,364597
364597,364598
364598,364599
364598,364600
364598,364601
364598,364602
364598,364603
364597,364604
364604,364605
364604,364606
364604,364607
364604,364608
364604,364609
364597,364610
364610,364619
364619,364620
364619,364621
364619,364622
364610,364633
364633,364634
364633,364635
364633,364636
364610,364615
364615,364616
364615,364617
364615,364618
364610,364629
364629,364630
364629,364631
364629,364632
364610,364611
364611,364612
364611,364613
364611,364614
364610,364646
364610,364641
364610,364637
364637,364638
364637,364639
364637,364640
364610,364644
364610,364642
364610,364643
364610,364645
364610,364623
364623,364624
364623,364625
364623,364626
364623,364627
364623,364628
364610,364647
364610,364648
364597,364649
364597,364650
364596,364651
364651,364652
364652,364653
364652,364654
364652,364655
364652,364656
364652,364657
364651,364658
364658,364659
364658,364660
364658,364661
364658,364662
364658,364663
364651,364664
364664,364673
364673,364674
364673,364675
364673,364676
364664,364684
364684,364685
364684,364686
364684,364687
364664,364669
364669,364670
364669,364671
364669,364672
364664,364683
364664,364665
364665,364666
364665,364667
364665,364668
364664,364697
364664,364692
364664,364688
364688,364689
364688,364690
364688,364691
364664,364695
364664,364693
364664,364694
364664,364696
364664,364677
364677,364678
364677,364679
364677,364680
364677,364681
364677,364682
364664,364698
364664,364699
364651,364700
364651,364701
364596,364702
364595,364703
364703,364704
364704,364705
364705,364706
364706,364707
364707,364708
364708,364709
364709,364711
364709,364713
364709,364710
364709,364716
364709,364712
364709,364717
364709,364715
364709,364714
364709,364718
364709,364719
364709,364720
364709,364721
364709,364722
364709,364723
364709,364724
364709,364725
364708,364726
364707,364727
364706,364728
364705,364729
364704,364730
364703,364731
364731,364732
364732,364734
364732,364736
364732,364733
364732,364739
364732,364735
364732,364740
364732,364738
364732,364737
364732,364741
364732,364742
364732,364743
364732,364744
364732,364745
364732,364746
364732,364747
364732,364748
364731,364749
364749,364750
364750,364751
364751,364753
364751,364755
364751,364752
364751,364758
364751,364754
364751,364759
364751,364757
364751,364756
364751,364760
364751,364761
364751,364762
364751,364763
364751,364764
364751,364765
364751,364766
364751,364767
364750,364768
364749,364769
364731,364770
364731,364771
364703,364772
364595,364773
364594,364774
TLMP,364775
364775,364776
364776,364777
364777,364781
364781,364805
364805,364807
364805,364806
364805,364808
364805,364809
364781,364810
364810,364811
364810,364812
364810,364813
364781,364791
364791,364792
364791,364793
364781,364794
364781,364796
364796,364797
364797,364800
364797,364801
364797,364798
364797,364799
364797,364802
364796,364803
364796,364804
364781,364782
364781,364783
364781,364784
364784,364785
364784,364786
364784,364787
364784,364788
364784,364789
364784,364790
364781,364795
364781,364814
364781,364815
364777,364778
364778,364779
364778,364780
364777,364816
364816,364818
364816,364817
364816,364819
364816,364820
364777,364821
364777,364822
364776,364823
364823,364824
364824,364825
364825,364826
364826,364827
364827,364828
364828,364829
364829,364831
364829,364833
364829,364830
364829,364836
364829,364832
364829,364837
364829,364835
364829,364834
364829,364838
364829,364839
364829,364840
364829,364841
364829,364842
364829,364843
364829,364844
364829,364845
364828,364846
364827,364847
364826,364848
364825,364849
364824,364850
364823,364851
364851,364852
364852,364854
364852,364856
364852,364853
364852,364859
364852,364855
364852,364860
364852,364858
364852,364857
364852,364861
364852,364862
364852,364863
364852,364864
364852,364865
364852,364866
364852,364867
364852,364868
364851,364869
364869,364870
364870,364871
364871,364873
364871,364875
364871,364872
364871,364878
364871,364874
364871,364879
364871,364877
364871,364876
364871,364880
364871,364881
364871,364882
364871,364883
364871,364884
364871,364885
364871,364886
364871,364887
364870,364888
364869,364889
364851,364890
364851,364891
364823,364892
364776,364893
364775,364894
TLMP,364895
364895,364896
364896,364897
364896,364898
364895,364899
TLMP,364912
364912,364913
364913,364914
364914,364915
364915,364916
364916,364917
364917,364918
364918,364920
364918,364922
364918,364919
364918,364925
364918,364921
364918,364926
364918,364924
364918,364923
364918,364927
364918,364928
364918,364929
364918,364930
364918,364931
364918,364932
364918,364933
364918,364934
364917,364935
364916,364936
364915,364937
364914,364938
364913,364939
364912,364940
364940,364941
364941,364943
364941,364945
364941,364942
364941,364948
364941,364944
364941,364949
364941,364947
364941,364946
364941,364950
364941,364951
364941,364952
364941,364953
364941,364954
364941,364955
364941,364956
364941,364957
364940,364958
364958,364959
364959,364960
364960,364962
364960,364964
364960,364961
364960,364974
364960,364963
364960,364967
364960,364966
364960,364965
364960,364968
364960,364969
364960,364970
364960,364971
364960,364972
364960,364973
364960,364975
364960,364976
364959,364977
364958,364978
364940,364979
364940,364980
364912,364981
TLMP,364903
364903,364904
364903,364905
TLMP,364900
364900,364901
364900,364902
TLMP,364906
364906,364907
364906,364908
TLMP,364909
364909,364910
364909,364911
TLMP,364982
TLMP,364983
TIMP,411008
411008,411009
411009,411010
411010,411011
411010,411012
411010,411013
411010,411014
411009,411015
411008,411016
TIMP,411017
TIMP,411019
TIMP,411018
TIMP,411020
TNCP,396558
396558,396559
396559,396761
396761,396765
396765,396766
396766,396767
396767,396768
396767,396769
396766,396770
396770,396771
396770,396772
396766,396773
396765,396774
396761,396775
396775,396776
396776,396777
396777,396778
396778,396779
396778,396780
396777,396781
396781,396782
396782,396783
396782,396784
396781,396785
396785,396786
396785,396787
396781,396788
396788,396789
396788,396790
396781,396791
396781,396792
396777,396793
396776,396794
396794,396795
396794,396796
396776,396797
396775,396798
396761,396762
396762,396763
396762,396764
396761,396811
396811,396812
396812,396813
396812,396814
396811,396815
396815,396816
396815,396817
396811,396818
396761,396802
396802,396803
396802,396804
396761,396799
396799,396800
396799,396801
396761,396805
396805,396806
396805,396807
396761,396808
396808,396809
396808,396810
396761,396819
396761,396820
396559,396560
396560,396561
396560,396562
396559,396563
396563,396564
396564,396565
396565,396566
396566,396567
396567,396568
396567,396569
396566,396570
396565,396571
396564,396572
396563,396573
396573,396574
396574,396575
396574,396576
396573,396577
396577,396578
396578,396579
396579,396613
396613,396614
396613,396615
396579,396619
396619,396620
396619,396621
396579,396610
396610,396611
396610,396612
396579,396586
396586,396587
396586,396588
396579,396616
396616,396617
396616,396618
396579,396607
396607,396608
396607,396609
396579,396583
396583,396584
396583,396585
396579,396580
396580,396581
396580,396582
396579,396589
396589,396590
396589,396591
396579,396592
396592,396593
396592,396594
396579,396595
396595,396596
396595,396597
396579,396598
396598,396599
396598,396600
396579,396601
396601,396602
396601,396603
396579,396604
396604,396605
396604,396606
396579,396622
396579,396623
396578,396624
396577,396625
396573,396626
396573,396627
396563,396628
396559,396629
396629,396630
396629,396631
396559,396638
396638,396639
396639,396640
396639,396641
396638,396642
396559,396643
396643,396644
396643,396645
396559,396646
396646,396647
396646,396648
396559,396632
396632,396633
396632,396634
396559,396635
396635,396636
396635,396637
396559,396649
396649,396653
396653,396679
396679,396683
396679,396680
396680,396681
396680,396682
396679,396684
396679,396685
396653,396686
396686,396687
396687,396688
396687,396689
396686,396690
396686,396691
396653,396654
396654,396655
396654,396656
396653,396657
396657,396658
396657,396659
396653,396670
396670,396671
396671,396672
396671,396673
396671,396674
396671,396675
396671,396676
396670,396677
396670,396678
396653,396692
396653,396660
396660,396661
396660,396662
396653,396663
396663,396664
396663,396665
396663,396666
396663,396667
396663,396668
396663,396669
396653,396693
396653,396694
396653,396695
396649,396650
396650,396651
396650,396652
396649,396696
396696,396697
396696,396698
396649,396699
396649,396700
396559,396701
396701,396702
396702,396703
396702,396704
396702,396705
396702,396706
396702,396707
396701,396708
396708,396709
396708,396710
396708,396711
396708,396712
396708,396713
396701,396714
396714,396723
396723,396724
396723,396725
396723,396726
396714,396737
396737,396738
396737,396739
396737,396740
396714,396719
396719,396720
396719,396721
396719,396722
396714,396733
396733,396734
396733,396735
396733,396736
396714,396715
396715,396716
396715,396717
396715,396718
396714,396750
396714,396745
396714,396741
396741,396742
396741,396743
396741,396744
396714,396748
396714,396746
396714,396747
396714,396749
396714,396727
396727,396728
396727,396729
396727,396730
396727,396731
396727,396732
396714,396751
396714,396752
396701,396753
396701,396754
396559,396758
396758,396759
396758,396760
396559,396755
396755,396756
396755,396757
396559,396821
396559,396822
396558,396823
TNCP,396825
TNCP,396824
TNCP,396826
TNLP,284956
284956,284968
284968,284969
284968,284970
284956,284957
284957,284958
284958,284959
284958,284960
284957,284961
284956,284962
284962,284963
284962,284964
284956,284983
284983,284984
284983,284985
284956,284974
284974,284975
284974,284976
284956,284971
284971,284972
284971,284973
284956,284977
284977,284978
284977,284979
284956,284980
284980,284981
284980,284982
284956,284965
284965,284966
284965,284967
284956,284986
284956,284987
284956,284988
TNLP,285195
285195,285196
285195,285197
TNLP,284989
284989,284990
284989,284991
TNLP,284992
284992,284993
284992,284994
TNLP,285198
TNLP,285199
TNLP,285200
TNLP,284995
284995,285002
285002,285003
285003,285004
285004,285005
285004,285006
285003,285007
285007,285008
285008,285009
285009,285010
285010,285011
285011,285012
285011,285013
285010,285014
285009,285015
285008,285016
285007,285022
285022,285023
285023,285024
285023,285025
285022,285026
285026,285027
285027,285028
285028,285029
285029,285030
285029,285031
285028,285032
285032,285033
285032,285034
285028,285035
285035,285036
285035,285037
285028,285038
285038,285039
285038,285040
285028,285041
285041,285042
285041,285043
285028,285044
285044,285045
285044,285046
285028,285047
285028,285048
285027,285049
285026,285050
285022,285051
285007,285052
285052,285053
285052,285054
285007,285017
285017,285018
285018,285019
285018,285020
285017,285021
285007,285055
285003,285056
285002,285057
285057,285058
285058,285059
285059,285060
285059,285061
285058,285062
285058,285063
285057,285064
285064,285077
285077,285078
285077,285079
285077,285080
285077,285081
285077,285082
285064,285083
285083,285084
285083,285085
285083,285086
285064,285087
285087,285096
285096,285097
285096,285098
285096,285099
285087,285110
285110,285111
285110,285112
285110,285113
285087,285092
285092,285093
285092,285094
285092,285095
285087,285106
285106,285107
285106,285108
285106,285109
285087,285088
285088,285089
285088,285090
285088,285091
285087,285124
285087,285118
285087,285114
285114,285115
285114,285116
285114,285117
285087,285122
285087,285120
285087,285121
285087,285123
285087,285119
285087,285100
285100,285101
285100,285102
285100,285103
285100,285104
285100,285105
285087,285125
285087,285126
285064,285065
285065,285066
285066,285067
285066,285068
285065,285069
285069,285070
285069,285071
285065,285072
285072,285073
285072,285074
285065,285075
285065,285076
285064,285127
285057,285128
285002,285129
284995,284996
284996,284997
284997,284998
284997,284999
284996,285000
284996,285001
284995,285130
284995,285131
TNLP,285132
285132,285133
285133,285134
285134,285138
285138,285168
285168,285169
285168,285170
285138,285171
285171,285172
285172,285173
285172,285174
285171,285175
285171,285176
285138,285139
285139,285140
285139,285141
285138,285142
285142,285143
285142,285144
285138,285158
285158,285159
285159,285160
285159,285161
285159,285162
285159,285163
285159,285164
285159,285165
285158,285166
285158,285167
285138,285177
285138,285151
285151,285152
285151,285153
285151,285154
285151,285155
285151,285156
285151,285157
285138,285145
285145,285146
285145,285147
285138,285148
285148,285149
285148,285150
285138,285178
285138,285179
285138,285180
285134,285135
285135,285136
285135,285137
285134,285181
285181,285185
285181,285182
285182,285183
285182,285184
285181,285186
285181,285187
285134,285188
285134,285189
285133,285190
285190,285191
285190,285192
285133,285193
285132,285194
TNLP,285202
TNLP,285201
TNLP,285203
TEFC,140226
140226,140227
140226,140228
TEFC,140229
140229,140230
140229,140231
TEFC,140232
140232,140233
140232,140234
TEFC,140236
TEFC,140235
TEFC,140237
VIVT,409899
409899,409912
409912,409913
409913,409920
409920,409921
409920,409922
409913,409917
409917,409918
409917,409919
409913,409914
409914,409915
409914,409916
409913,409923
409913,409924
409912,409925
409899,409900
409900,409907
409907,409908
409907,409909
409900,409904
409904,409905
409904,409906
409900,409901
409901,409902
409901,409903
409900,409910
409900,409911
409899,409926
409899,409927
VIVT,409860
409860,409861
409861,409862
409861,409863
409860,409867
409867,409868
409867,409869
409860,409864
409864,409865
409864,409866
409860,409870
409860,409871
VIVT,409885
409885,409886
409886,409887
409887,409888
409887,409889
409886,409893
409893,409894
409893,409895
409886,409890
409890,409891
409890,409892
409886,409896
409886,409897
409885,409898
VIVT,409872
409872,409873
409873,409874
409874,409875
409874,409876
409873,409877
409873,409878
409878,409879
409878,409880
409873,409881
409873,409882
409872,409883
409872,409884
VIVT,409929
VIVT,409928
VIVT,409930
TMAR,317396
317396,317397
317397,317401
317401,317402
317401,317403
317397,317413
317413,317414
317413,317415
317397,317398
317398,317399
317398,317400
317397,317419
317419,317420
317419,317421
317397,317407
317407,317408
317407,317409
317397,317404
317404,317405
317404,317406
317397,317410
317410,317411
317410,317412
317397,317416
317416,317417
317416,317418
317397,317422
317396,317423
317423,317424
317423,317425
317396,317426
317426,317427
317427,317428
317428,317429
317429,317430
317430,317431
317430,317432
317429,317433
317428,317434
317427,317435
317426,317436
317436,317437
317437,317441
317441,317442
317441,317443
317437,317447
317447,317448
317447,317449
317437,317438
317438,317439
317438,317440
317437,317456
317456,317457
317456,317458
317437,317444
317444,317445
317444,317446
317437,317459
317459,317460
317459,317461
317437,317453
317453,317454
317453,317455
317437,317450
317450,317451
317450,317452
317437,317462
317462,317463
317462,317464
317437,317465
317465,317466
317465,317467
317437,317468
317468,317469
317468,317470
317437,317471
317471,317472
317471,317473
317437,317474
317474,317475
317474,317476
317437,317477
317477,317478
317477,317479
317437,317480
317437,317481
317436,317482
317482,317483
317483,317484
317484,317485
317484,317486
317483,317487
317482,317488
317436,317489
317436,317490
317426,317491
317396,317492
317492,317493
317492,317494
317396,317530
317530,317531
317531,317532
317531,317533
317530,317534
317396,317535
317535,317536
317535,317537
317396,317538
317538,317539
317538,317540
317396,317495
317495,317496
317496,317497
317497,317498
317498,317499
317499,317500
317499,317501
317498,317502
317497,317503
317503,317504
317504,317505
317504,317506
317503,317507
317507,317508
317507,317509
317503,317510
317510,317511
317510,317512
317503,317513
317497,317514
317496,317515
317515,317516
317515,317517
317496,317518
317495,317519
317396,317520
317520,317521
317521,317522
317522,317523
317522,317524
317521,317525
317525,317526
317525,317527
317521,317528
317520,317529
317396,317541
317541,317545
317545,317575
317575,317579
317575,317576
317576,317577
317576,317578
317575,317580
317575,317581
317545,317582
317582,317583
317583,317584
317583,317585
317582,317586
317582,317587
317545,317546
317546,317547
317546,317548
317545,317549
317549,317550
317549,317551
317545,317565
317565,317566
317566,317567
317566,317568
317566,317569
317566,317570
317566,317571
317566,317572
317565,317573
317565,317574
317545,317588
317545,317558
317558,317559
317558,317560
317558,317561
317558,317562
317558,317563
317558,317564
317545,317589
317589,317590
317589,317591
317545,317552
317552,317553
317552,317554
317545,317555
317555,317556
317555,317557
317545,317592
317545,317593
317541,317542
317542,317543
317542,317544
317541,317594
317594,317595
317594,317596
317541,317597
317541,317598
317396,317599
317599,317600
317600,317601
317600,317602
317600,317603
317600,317604
317600,317605
317599,317606
317606,317607
317606,317608
317606,317609
317606,317610
317606,317611
317599,317612
317612,317619
317619,317620
317619,317621
317619,317622
317612,317633
317633,317634
317633,317635
317633,317636
317612,317616
317616,317617
317616,317618
317612,317629
317629,317630
317629,317631
317629,317632
317612,317613
317613,317614
317613,317615
317612,317646
317612,317641
317612,317637
317637,317638
317637,317639
317637,317640
317612,317644
317612,317642
317612,317643
317612,317645
317612,317623
317623,317624
317623,317625
317623,317626
317623,317627
317623,317628
317612,317647
317612,317648
317599,317649
317599,317650
317396,317651
317651,317652
317651,317653
317396,317654
317396,317655
TMAR,317656
TMAR,317657
TLVT,358647
358647,358648
358648,358649
358648,358650
358647,358651
TLVT,358639
358639,358640
358640,358641
358641,358642
358641,358643
358640,358644
358639,358645
358639,358646
TLVT,358653
TLVT,358652
TLVT,358654
UOLL,196282
196282,196283
196282,196284
196284,196285
196285,196286
196286,196287
196286,196288
196286,196289
196286,196290
196286,196291
196285,196292
196285,196293
196285,196294
196284,196295
196284,196296
196284,196297
196282,196298
196282,196299
UOLL,196300
UOLL,196301
UOLL,196302
196302,196303
