Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Parana,PN,14388334000199,BR,ativo,2072,Bancos,Finanças e Seguros,Ação,Bovespa,PRBC4,BRPRBCACNPR8,6,3907978000,1132162000,-,-,65784000,Real,30564956,1.4293908554,12.970132683,-,0.87,3.9,8.1,Credit Suisse Hedging-Griffo C. V. S/A,6670400,Joel Malucellli,4955461,Capital Research & Mngmt Co,2700680,Bc Gestao de Recursos Ltda,2393400,Cox Gestao de Recursos Ltda,1844842,Deutsche Bank S.A.,1643500,Jnf Participacoes S.A.,1532000,Rosaldo Malucelli,1325587,Alexandre Malucelli,417267,Paola Malucelli de Arruda,331207,Joel Malucellli,20590611,Rosaldo Malucelli,5462152,Alexandre Malucelli,3421742,Paola Malucelli de Arruda,3421742,Julia Malucelli,3421742,Gabriel Malucelli,3421742,Cristiano Malucelli,3421742,Monica Malucelli do Amaral,3421742,Jnf Participacoes S.A.,3293400,-,0
Parana,UnN1,14388334000199,BR,cancelado,2072,Bancos,Finanças e Seguros,Ação,Bovespa,PRBC11,-,6,3907978000,1132162000,-,-,65784000,Real,0,1.4293908554,12.970132683,-,0,-,-,Credit Suisse Hedging-Griffo C. V. S/A,6670400,Joel Malucellli,4955461,Capital Research & Mngmt Co,2700680,Bc Gestao de Recursos Ltda,2393400,Cox Gestao de Recursos Ltda,1844842,Deutsche Bank S.A.,1643500,Jnf Participacoes S.A.,1532000,Rosaldo Malucelli,1325587,Alexandre Malucelli,417267,Paola Malucelli de Arruda,331207,Joel Malucellli,20590611,Rosaldo Malucelli,5462152,Alexandre Malucelli,3421742,Paola Malucelli de Arruda,3421742,Julia Malucelli,3421742,Gabriel Malucelli,3421742,Cristiano Malucelli,3421742,Monica Malucelli do Amaral,3421742,Jnf Participacoes S.A.,3293400,-,0
Paranapanema,ON,60398369000126,BR,ativo,939,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,PMAM3,BRPMAMACNOR3,6,3830790000,1593215000,1852548000,76611000,-70317000,Real,319152437,-0.39240496227,4.9920189079,12.156805182,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76468721,Bndespar - BNDES Participacoes SA,54986177,Petros - Fund. Petrobras de Seg. Social,37702020,Ewz Investments Llc - Socopa Soc.Corret.,26862052,Acoes em Tesouraria,24505,-,-,-,-,-,-,-,-,-,-
Paranapanema,PN,60398369000126,BR,cancelado,939,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,PMAM4,-,6,3830790000,1593215000,1852548000,76611000,-70317000,Real,0,-0.39240496227,4.9920189079,12.156805182,0,-,-,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76468721,Bndespar - BNDES Participacoes SA,54986177,Petros - Fund. Petrobras de Seg. Social,37702020,Ewz Investments Llc - Socopa Soc.Corret.,26862052,Acoes em Tesouraria,24505,-,-,-,-,-,-,-,-,-,-
Paul F Luz,ON,33050196000188,BR,cancelado,382,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,PALF3,-,6,6174731000,855692000,3071997000,674860000,269216000,Real,65998829,3.9965049214,4.809710001,41.794612654,0,-,-,CPFL Energia S.A.,111910443,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CPFL Energia S.A.,65998829,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paul F Luz,PNA,33050196000188,BR,cancelado,382,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,PALF5,-,6,6174731000,855692000,3071997000,674860000,269216000,Real,5542050,3.9965049214,4.809710001,41.794612654,0,-,-,CPFL Energia S.A.,111910443,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CPFL Energia S.A.,65998829,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paul F Luz,PNB,33050196000188,BR,cancelado,382,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,PALF6,-,6,6174731000,855692000,3071997000,674860000,269216000,Real,41959724,3.9965049214,4.809710001,41.794612654,0,-,-,CPFL Energia S.A.,111910443,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CPFL Energia S.A.,65998829,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paul F Luz,PNC,33050196000188,BR,cancelado,382,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,PALF7,-,6,6174731000,855692000,3071997000,674860000,269216000,Real,64408667,3.9965049214,4.809710001,41.794612654,0,-,-,CPFL Energia S.A.,111910443,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CPFL Energia S.A.,65998829,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PDG Realt,ON,2950811000189,BR,ativo,2047,Construção de edifícios residenciais,Construção,Ação,Bovespa,PDGR3,BRPDGRACNOR8,6,17948346000,6065724000,2536578000,74989000,-417659000,Real,1134742000,-0.16300341857,5.3454653128,5.4487427975,0.1484,3.9,2.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,"T. Rowe Price Associates, Inc.",113657086,"Blackrock, Inc",79804600,CSHG,57223552,Acoes em Tesouraria,7500000,-,-,-,-,-,-,-,-,-,-,-,-
Peixe,PN,10782175000151,BR,cancelado,1209,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,PXEC4,-,12,4648000,-82307000,0,0,-9982000,Real,16956000,-0.29024191672,-2.3932019074,0,0,-,-,Laps Patrimonial S/A,4164000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Laps Patrimonial S/A,17436000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pepsico Inc,Com,-,US,ativo,77476,Indústria de bebidas,Alimentos e Beb,"ADR,etc (emp estrang)",Bovespa,PEPB11B,BRPEPBBDR005,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Persico,PN,61091013000108,BR,cancelado,949,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,PRSC4,-,3,266207000,9671000,6514000,899000,-8730000,Real,5206200000,-0.0018724186519,0.00049271225538,0.0018120459891,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pet Manguinh,ON,33412081000196,BR,ativo,998,Indústria de produtos de petróleo e carvão,Petróleo e Gas,Ação,Bovespa,RPMG3,BRRPMGACNOR9,3,650034000,-258014000,240760000,-49216000,-48976000,Real,780803000,-0.050509471833,-0.2770417838,2.2864058244,0,0.0,0.0,Manguinhos Participacoes SA,2006860,Acoes em Tesouraria,72750,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Manguinhos Participacoes SA,483765665,Perimeter FIA,62518100,Acoes em Tesouraria,60138,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pet Manguinh,PN,33412081000196,BR,ativo,998,Indústria de produtos de petróleo e carvão,Petróleo e Gas,Ação,Bovespa,RPMG4,BRRPMGACNPR6,3,650034000,-258014000,240760000,-49216000,-48976000,Real,150515000,-0.050509471833,-0.2770417838,2.2864058244,0,0.0,0.0,Manguinhos Participacoes SA,2006860,Acoes em Tesouraria,72750,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Manguinhos Participacoes SA,483765665,Perimeter FIA,62518100,Acoes em Tesouraria,60138,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,ON,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,"ADR,etc (emp estrang)",BCBA,APBR72,BRPETRACNOR9,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,7442454000,-,-,-,486,0.0,0.8,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,ON,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,Ação,Bovespa,PETR3,BRPETRACNOR9,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,7442454000,1.4760009527,25.817470923,20.091859272,0.72267,2.5,3.3,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,ON,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,"ADR,etc (emp estrang)",NYSE,PBR,US71654V4086,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,7442454000,-,-,-,405,2.7,2.9,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,PN,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,"ADR,etc (emp estrang)",BCBA,APBRA72,-,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,5602043000,-,-,-,0.78,0.5,1.4,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,PN,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,"ADR,etc (emp estrang)",NYSE,PBR.A,US71654V1017,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,5602043000,-,-,-,0.58,4.6,4.6,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,PN,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,Ação,Bovespa,PETR4,BRPETRACNPR6,6,628027804001,336775922000,134181301000,36259273000,7868494000,Real,5602043000,1.4760009527,25.817470923,20.091859272,0.72267,2.5,3.6,Bndespar - BNDES Participacoes SA,1341348766,FPS Fundo de Participacao Social,2433460,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),3738835217,FPS Fundo de Participacao Social,448001218,Bndespar - BNDES Participacoes SA,173400392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras Distrib,PN,34274233000102,BR,cancelado,1424,Comercio atacadista de petróleo e produtos de petróleo,Petróleo e Gas,Ação,Bovespa,BRDT4,-,12,5318808000,2060435000,19131499000,2030954000,675516000,Real,28199978000,0.015636952408,0.047695278919,0.44285899868,0,-,-,Petroleo Brasileiro S/A Petrobras,16816707000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Petroleo Brasileiro S/A Petrobras,14979393000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petroflex,ON,29667227000177,BR,cancelado,1399,"Indústria de fibras e borracha sintéticas, resinas e filamentos",Química,Ação,Bovespa,PEFX3,-,6,1119719000,396955000,696332000,107099000,-12079000,Real,23630000,0.58954248366,11.280335322,39.821284456,0,-,-,Lanxess Participacoes Ltda,7417000,BNY Mellon Serv. Financ. Distrib.Tits SA,643000,Shigeaki Ueki,450000,Rodolfo Rohr,405000,-,0,-,-,-,-,-,-,-,-,-,-,Lanxess Participacoes Ltda,17102000,Previ Cx Prev Funcs Bco Brasil,2003000,Shigeaki Ueki,1676000,Rodolfo Rohr,1533000,-,0,-,-,-,-,-,-,-,-,-,-
Petroflex,PNA,29667227000177,BR,cancelado,1399,"Indústria de fibras e borracha sintéticas, resinas e filamentos",Química,Ação,Bovespa,PEFX5,-,6,1119719000,396955000,696332000,107099000,-12079000,Real,11560000,0.58954248366,11.280335322,39.821284456,0,-,-,Lanxess Participacoes Ltda,7417000,BNY Mellon Serv. Financ. Distrib.Tits SA,643000,Shigeaki Ueki,450000,Rodolfo Rohr,405000,-,0,-,-,-,-,-,-,-,-,-,-,Lanxess Participacoes Ltda,17102000,Previ Cx Prev Funcs Bco Brasil,2003000,Shigeaki Ueki,1676000,Rodolfo Rohr,1533000,-,0,-,-,-,-,-,-,-,-,-,-
Petropar,ON,91820068000172,BR,ativo,1341,Indústria de produtos de plástico,Outros,Ação,Bovespa,PTPA3,BRPTPAACNOR1,6,1962577000,477760000,821187000,148155000,1510000,Real,5962000,4.1967209206,26.709901045,77.649384517,1.8974,-,-,Terramar Investimentos S/A,8860334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Terramar Investimentos S/A,5370095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petropar,PN,91820068000172,BR,ativo,1341,Indústria de produtos de plástico,Outros,Ação,Bovespa,PTPA4,BRPTPAACNPR8,6,1962577000,477760000,821187000,148155000,1510000,Real,11925000,4.1967209206,26.709901045,77.649384517,1.8974,0.0,5.1,Terramar Investimentos S/A,8860334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Terramar Investimentos S/A,5370095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petroq Uniao,ON,61632964000147,BR,cancelado,1449,Indústria química,Química,Ação,Bovespa,PQUN3,-,9,3094455000,858692000,2181719000,129133000,-4507000,Real,52272000,0.14801423092,8.1973022252,28.316139047,0,-,-,Quattor Participacoes S.A.,36388000,Quattor Petroquimica S.A.,4414000,Banco Santander Brasil S.A.,4212000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Quattor Participacoes S.A.,41021000,Quattor Petroquimica S.A.,4415000,Banco Santander Brasil S.A.,1076000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petroq Uniao,PN,61632964000147,BR,cancelado,1449,Indústria química,Química,Ação,Bovespa,PQUN4,-,9,3094455000,858692000,2181719000,129133000,-4507000,Real,52481000,0.14801423092,8.1973022252,28.316139047,0,-,-,Quattor Participacoes S.A.,36388000,Quattor Petroquimica S.A.,4414000,Banco Santander Brasil S.A.,4212000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Quattor Participacoes S.A.,41021000,Quattor Petroquimica S.A.,4415000,Banco Santander Brasil S.A.,1076000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petroquisa,ON,33795055000194,BR,cancelado,1359,Indústria química,Química,Ação,Bovespa,PTQS3,-,9,2378873000,1714950000,644744000,79341000,76911000,Real,10098347000,0.0043623752133,0.086610657482,0.040166800324,0,-,-,Petroleo Brasileiro S/A Petrobras,9702334000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Petroleo Brasileiro S/A Petrobras,10098347000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petroquisa,PN,33795055000194,BR,cancelado,1359,Indústria química,Química,Ação,Bovespa,PTQS4,-,9,2378873000,1714950000,644744000,79341000,76911000,Real,9702334000,0.0043623752133,0.086610657482,0.040166800324,0,-,-,Petroleo Brasileiro S/A Petrobras,9702334000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Petroleo Brasileiro S/A Petrobras,10098347000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pettenati,ON,88613658000110,BR,ativo,953,Tecelagens,Textil,Ação,Bovespa,PTNT3,BRPTNTACNOR6,9,322080520,117503105,215132133,23196462,-3300052,Real,16016924,-0.14200082637,2.4456127782,6.1390639,0,-,0.0,Clube de Investimentos Sol,10820600,Walter Appel,2713600,Raul Welsch,1630400,Gladium Administr e Participacoes,444504,-,-,-,-,-,-,-,-,-,-,-,-,Gladium Administr e Participacoes,15631704,Raul Welsch,44,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Pettenati,PN,88613658000110,BR,ativo,953,Tecelagens,Textil,Ação,Bovespa,PTNT4,BRPTNTACNPR3,9,322080520,117503105,215132133,23196462,-3300052,Real,32029564,-0.14200082637,2.4456127782,6.1390639,0,0.0,0.0,Clube de Investimentos Sol,10820600,Walter Appel,2713600,Raul Welsch,1630400,Gladium Administr e Participacoes,444504,-,-,-,-,-,-,-,-,-,-,-,-,Gladium Administr e Participacoes,15631704,Raul Welsch,44,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Peve Predios,PN,-,BR,cancelado,955,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,PVPR4,-,12,348065000,337086000,17861000,12228000,7230000,Real,103847000,0.046413095811,2.1639287434,0.11465896324,0,-,-,Banco Mercantil de Sao Paulo S/A,95892000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Peve-Finasa Partic e Predios S/A,26483000,Banco Mercantil de Sao Paulo S/A,21232000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peve-Finasa,PN,-,BR,cancelado,1903,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,PVFS4,-,12,348636000,58110000,0,0,674000,Real,2578527000,0.00013069474729,0.011268058998,0,0,-,-,Banco Mercantil de Sao Paulo S/A,1637786000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco Mercantil de Sao Paulo S/A,2262996000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pfizer Inc,Com,-,US,ativo,78003,Indústria de remédios,Química,"ADR,etc (emp estrang)",Bovespa,PFIZ11B,BRPFIZBDR006,-,-,-,-,-,-,Dollar US,-,-,-,-,1.0381176,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Philip Morris Intl,Com,-,US,ativo,1413329,Indústria de fumo,Outros,"ADR,etc (emp estrang)",Bovespa,PHMO11B,BRPHMOBDR008,-,-,-,-,-,-,Dollar US,-,-,-,-,2.4061413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pine,ON,62144175000120,BR,ativo,2056,Bancos,Finanças e Seguros,Ação,Bovespa,PINE3,BRPINEACNOR1,6,9931032000,1083893000,-,-,107722000,Real,58444889,2.2647066676,10.978602637,-,0.97786702007,-,-,Noberto Nogueira Pinheiro,15595863,Sita - Soc. Corretora de Cambio e Valores Mobiliarios S.A.,5612595,Fmr Llc(Fidelity),5092380,Fmr Llc(Fidelity),4627794,Credit Suisse Proprio FI Mult,3812139,-,-,-,-,-,-,-,-,-,-,Noberto Nogueira Pinheiro,51886766,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Pine,PN,62144175000120,BR,ativo,2056,Bancos,Finanças e Seguros,Ação,Bovespa,PINE4,BRPINEACNPR8,6,9931032000,1083893000,-,-,107722000,Real,48959849,2.2647066676,10.978602637,-,0.97786700607,5.8,10.8,Noberto Nogueira Pinheiro,15595863,Sita - Soc. Corretora de Cambio e Valores Mobiliarios S.A.,5612595,Fmr Llc(Fidelity),5092380,Fmr Llc(Fidelity),4627794,Credit Suisse Proprio FI Mult,3812139,-,-,-,-,-,-,-,-,-,-,Noberto Nogueira Pinheiro,51886766,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Pirelli,ON,61150751000189,BR,cancelado,960,Indústria de equipamentos de iluminação elétrica,Eletroeletrônicos,Ação,Bovespa,PIRE3,-,9,563487000,205669000,456135000,77749000,4263000,Real,39334000,0.078685495355,1.7433121991,5.1538109446,0,-,-,Pirelli Cavi Spa,60174000,Pirelli S/A,9665000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pirelli Cavi Spa,26903000,Pirelli S/A,3637000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirelli,PN,61150751000189,BR,cancelado,960,Indústria de equipamentos de iluminação elétrica,Eletroeletrônicos,Ação,Bovespa,PIRE4,-,9,563487000,205669000,456135000,77749000,4263000,Real,78642000,0.078685495355,1.7433121991,5.1538109446,0,-,-,Pirelli Cavi Spa,60174000,Pirelli S/A,9665000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pirelli Cavi Spa,26903000,Pirelli S/A,3637000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirelli Pneus,ON,59179838000137,BR,cancelado,1335,Indústria de produtos de borracha,Outros,Ação,Bovespa,PIPN3,-,9,862951000,428943000,888703000,254273000,78542000,Real,44226000,0.80376177912,3.2336449303,8.6629626838,0,-,-,Pirelli Coord Pneumatici Spa,56310000,Pirelli Tyre Holding Nv,19532000,-,318000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pirelli Tyre Holding Nv,35282000,Bradesco Vida e Previdencia S.A.,4297000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirelli Pneus,PN,59179838000137,BR,cancelado,1335,Indústria de produtos de borracha,Outros,Ação,Bovespa,PIPN4,-,9,862951000,428943000,888703000,254273000,78542000,Real,88424000,0.80376177912,3.2336449303,8.6629626838,0,-,-,Pirelli Coord Pneumatici Spa,56310000,Pirelli Tyre Holding Nv,19532000,-,318000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pirelli Tyre Holding Nv,35282000,Bradesco Vida e Previdencia S.A.,4297000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Plascar Part,ON,51928174000150,BR,ativo,1347,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,PLAS3,BRPLASACNOR2,6,984766000,443797000,430942000,55454000,-32561000,Real,239854000,-0.13299720464,1.8502797535,5.3814146137,0.015292958,1.5,0.7,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Permali do Brasil Ind e Com Ltda,114554691,Perimeter Administracao de Recursos Ltda.,74700393,Acoes em Tesouraria,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Plascar Part,PN,51928174000150,BR,cancelado,1347,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,PLAS4,-,6,984766000,443797000,430942000,55454000,-32561000,Real,0,-0.13299720464,1.8502797535,5.3814146137,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Permali do Brasil Ind e Com Ltda,114554691,Perimeter Administracao de Recursos Ltda.,74700393,Acoes em Tesouraria,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polar,ON,95424479000108,BR,cancelado,700,Indústria de bebidas,Alimentos e Beb,Ação,Bovespa,POLA3,-,3,363624000,289228000,18138000,10623000,1567000,Real,67567000,0.078197238956,3.1169833281,0.85096614973,0,-,-,Ambev - Cia de Bebidas Das Americas,21477000,Ind. Bebs. Antarctica do Sudeste SA,986000,-,882000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antarctica Empr e Part Ltda-Anep,32220000,Ind. Bebs. Antarctica do Sudeste SA,20951000,Ambev - Cia de Bebidas Das Americas,12568000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
