Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Taesa,PN,7859971000130,BR,ativo,2025,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TAEE4,BRTAEEACNPR6,6,7103152000,2207973000,435436000,394744000,169768000,Real,113981000,1.9718746561,8.3794359751,4.2215302525,1.626324854,-,-,Cemig Geracao e Transmissao S.A,51683548,Vinci Equities Gestora de Recursos Ltda,7876600,Claritas Administracao de Recursos Ltda,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fundo de Investimentos em Participacoes Coliseu - FIP Coliseu,101678120,Cemig Geracao e Transmissao S.A,97690743,Vinci Equities Gestora de Recursos Ltda,3938300,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taesa,UNT N2,7859971000130,BR,ativo,2025,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TAEE11,BRTAEECDAM10,6,7103152000,2207973000,435436000,394744000,169768000,Real,0,1.9718746561,8.3794359751,4.2215302525,1.626324854,7.0,14.4,Cemig Geracao e Transmissao S.A,51683548,Vinci Equities Gestora de Recursos Ltda,7876600,Claritas Administracao de Recursos Ltda,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fundo de Investimentos em Participacoes Coliseu - FIP Coliseu,101678120,Cemig Geracao e Transmissao S.A,97690743,Vinci Equities Gestora de Recursos Ltda,3938300,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tam S/A,ON,1832635000118,BR,cancelado,1639,Transporte aéreo regular,Transporte Serviç,Ação,Bovespa,TAMM3,BRTAMMACNOR5,3,15743641000,2174311000,3228496000,614975000,100881000,Real,55816000,-2.3263907656,16.8479408,84.450282425,0,-,0.0,Latam Airlines Group S.A.,47130416,-,0,"T. Rowe Price Associates, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Holdco I S.A.,55413783,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tam S/A,PN,1832635000118,BR,cancelado,1639,Transporte aéreo regular,Transporte Serviç,Ação,Bovespa,TAMM4,BRTAMMACNPR2,3,15743641000,2174311000,3228496000,614975000,100881000,Real,73239000,-2.3263907656,16.8479408,84.450282425,0,-,0.0,Latam Airlines Group S.A.,47130416,-,0,"T. Rowe Price Associates, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Holdco I S.A.,55413783,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tam S/A,PN,1832635000118,BR,cancelado,1639,Transporte aéreo regular,Transporte Serviç,"ADR,etc (emp estrang)",NYSE,TAM-old,US87484D1037,3,15743641000,2174311000,3228496000,614975000,100881000,Real,73239000,-,-,-,0,-,0.0,Latam Airlines Group S.A.,47130416,-,0,"T. Rowe Price Associates, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Holdco I S.A.,55413783,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tam Transp,PN,-,BR,cancelado,1229,Transporte aéreo regular,Transporte Serviç,Ação,Bovespa,TAMR4,-,9,1476493000,169653000,742381000,293097000,-11756000,Real,1892370000,-0.0047881506764,0.036335843921,0.20686477222,0,-,-,Tam S/A,1852334000,Vasp Viacao Aerea Sao Paulo S/A,4903000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tam S/A,2624153000,Vasp Viacao Aerea Sao Paulo S/A,151390000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tarpon Inv,ON,5341549000163,BR,ativo,2171,Outras atividades relacionadas a investimentos financeiros,Finanças e Seguros,Ação,Bovespa,TRPN3,BRTRPNACNOR0,6,71135000,38808000,59806000,57538000,24098000,Real,47621547,0.81896500848,0.8474287586,2.0063288995,0.34243049,2.7,2.0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Silver King Participacoes Ltda.,21067898,Passport,3564500,Eton Park Fund LP/Ep Tisdale Llc,3089300,Jose Carlos Reis M. Neto,2687890,Eduardo Silveira Mufarej,1423637,Pedro de Andrade Faria,1411637,Fernando Shayer,660084,Marcelo Guimaraes Lopo Lima,407938,Acoes em Tesouraria,228227,Clube de Investimentos Trpn3,9500
Tec Blumenau,ON,8424178000171,BR,ativo,1121,Indústria de roupas de tecido,Textil,Ação,Bovespa,TENE3,BRTENEACNOR2,6,7609000,-31827000,0,0,-2384000,Real,180894,-6.1899699285,-26.373249386,0,0,-,-,Fundo de Invest. do Nordeste-Finor,726000,Sao Bento Textil Ltda,113000,Itapissuma Agro. Ind. Merc. Ltda,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sao Bento Textil Ltda,99000,Itapissuma Agro. Ind. Merc. Ltda,82000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tec Blumenau,PNA,8424178000171,BR,ativo,1121,Indústria de roupas de tecido,Textil,Ação,Bovespa,TENE5,BRTENEACNPA5,6,7609000,-31827000,0,0,-2384000,Real,286075,-6.1899699285,-26.373249386,0,0,-,0.0,Fundo de Invest. do Nordeste-Finor,726000,Sao Bento Textil Ltda,113000,Itapissuma Agro. Ind. Merc. Ltda,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sao Bento Textil Ltda,99000,Itapissuma Agro. Ind. Merc. Ltda,82000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tec Blumenau,PNB,8424178000171,BR,ativo,1121,Indústria de roupas de tecido,Textil,Ação,Bovespa,TENE6,BRTENEACNPB3,6,7609000,-31827000,0,0,-2384000,Real,136,-6.1899699285,-26.373249386,0,0,-,-,Fundo de Invest. do Nordeste-Finor,726000,Sao Bento Textil Ltda,113000,Itapissuma Agro. Ind. Merc. Ltda,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sao Bento Textil Ltda,99000,Itapissuma Agro. Ind. Merc. Ltda,82000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tec Blumenau,PNC,8424178000171,BR,ativo,1121,Indústria de roupas de tecido,Textil,Ação,Bovespa,TENE7,BRTENEACNPC1,6,7609000,-31827000,0,0,-2384000,Real,739686,-6.1899699285,-26.373249386,0,0,0.0,0.0,Fundo de Invest. do Nordeste-Finor,726000,Sao Bento Textil Ltda,113000,Itapissuma Agro. Ind. Merc. Ltda,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sao Bento Textil Ltda,99000,Itapissuma Agro. Ind. Merc. Ltda,82000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tecel S Jose,ON,17159005000164,BR,ativo,598,Tecelagens,Textil,Ação,Bovespa,SJOS3,BRSJOSACNOR1,6,19820000,-114185000,0,0,-4591000,Real,4500000,-1.1280837214,-9.0969566603,0,0,-,-,Encopar-Emp. Nac. Com. Cred. e Part,2831000,Oscar Augusto Rache Ferreira,7463,Jose Publio Rache Ferreira,3664,Maria Olga Ferreira de Melo,2689,Vera Lydia Ferreira Durso,2689,Acoes em Tesouraria,978,-,0,-,-,-,-,-,-,Encopar-Emp. Nac. Com. Cred. e Part,1658000,Oscar Augusto Rache Ferreira,1331198,Maria Olga Ferreira de Melo,380628,Jose Publio Rache Ferreira,313819,Atalo Durso,213512,Vera Lydia Ferreira Durso,147689,Acoes em Tesouraria,21,-,-,-,-,-,-
Tecel S Jose,PN,17159005000164,BR,ativo,598,Tecelagens,Textil,Ação,Bovespa,SJOS4,BRSJOSACNPR8,6,19820000,-114185000,0,0,-4591000,Real,8052000,-1.1280837214,-9.0969566603,0,0,-,-,Encopar-Emp. Nac. Com. Cred. e Part,2831000,Oscar Augusto Rache Ferreira,7463,Jose Publio Rache Ferreira,3664,Maria Olga Ferreira de Melo,2689,Vera Lydia Ferreira Durso,2689,Acoes em Tesouraria,978,-,0,-,-,-,-,-,-,Encopar-Emp. Nac. Com. Cred. e Part,1658000,Oscar Augusto Rache Ferreira,1331198,Maria Olga Ferreira de Melo,380628,Jose Publio Rache Ferreira,313819,Atalo Durso,213512,Vera Lydia Ferreira Durso,147689,Acoes em Tesouraria,21,-,-,-,-,-,-
Technos,ON,9295063000197,BR,ativo,2251,Outras indústrias,Outros,Ação,Bovespa,TECN3,BRTECNACNOR6,6,468108000,384015000,131746000,78332000,29573000,Real,77094076,1.2231065622,4.9811220255,3.5987853342,0.448544,2.3,2.7,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gmt FIP,44473217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Technos Rel,ON,92672203000142,BR,cancelado,1116,Outras indústrias,Outros,Ação,Bovespa,TCHN3,-,12,184985000,169035000,109860000,59581000,19403000,Real,171600000,0.056535547786,0.49252622378,0.32010489511,0,-,-,Mario Hilario Goettems,152600000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mario Hilario Goettems,151597000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Technos Rel,PN,92672203000142,BR,cancelado,1116,Outras indústrias,Outros,Ação,Bovespa,TCHN4,-,12,184985000,169035000,109860000,59581000,19403000,Real,171600000,0.056535547786,0.49252622378,0.32010489511,0,-,-,Mario Hilario Goettems,152600000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mario Hilario Goettems,151597000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tecnisa,ON,8065557000112,BR,ativo,2043,Construção de edifícios residenciais,Construção,Ação,Bovespa,TCSA3,BRTCSAACNOR3,6,4108591000,1473898000,653130000,118268000,-8760000,Real,182554000,0.042714256588,8.0737644752,7.7229541828,0.300604,3.4,2.7,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Jar Participacoes Ltda,79999998,Geracao Futuro L Par FIA,15479454,Squadra Investimentos - Gestao de Recursos Ltda,11621234,Meyer Joseph Nigri,11222611,Lilian Raquel Czeresnia Nigri,5630600,Acoes em Tesouraria,3413450,Joseph Meyer Nigri,78838,-,-,-,-,-,-
Tecnosolo,ON,33111246000190,BR,ativo,1120,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,TCNO3,BRTCNOACNOR5,12,185269000,70490000,102512000,28836000,6935000,Real,35305571,0.072239583333,0.73427083333,1.0678333333,3,-,0.4,Falkon Equities Llc,46456700,Aldo Vieira de Camargo,4099800,Carlos Ribeiro Mosso,604000,Marnio Everton Araujo Camacho,100,-,0,-,0,-,-,-,-,-,-,-,-,Katia Mosso Ferreira,4399900,Marnio Everton Araujo Camacho,4283505,Cr2 Servicos Financeiros Ltda,3301393,Carlos Ribeiro Mosso,2359400,-,0,-,0,-,-,-,-,-,-,-,-
Tecnosolo,PN,33111246000190,BR,ativo,1120,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,TCNO4,BRTCNOACNPR2,12,185269000,70490000,102512000,28836000,6935000,Real,64000000,0.072239583333,0.73427083333,1.0678333333,3,-,0.6,Falkon Equities Llc,46456700,Aldo Vieira de Camargo,4099800,Carlos Ribeiro Mosso,604000,Marnio Everton Araujo Camacho,100,-,0,-,0,-,-,-,-,-,-,-,-,Katia Mosso Ferreira,4399900,Marnio Everton Araujo Camacho,4283505,Cr2 Servicos Financeiros Ltda,3301393,Carlos Ribeiro Mosso,2359400,-,0,-,0,-,-,-,-,-,-,-,-
Tectoy,ON,22770366000182,BR,ativo,1413,Outras outras indústrias,Outros,Ação,Bovespa,TOYB3,BRTOYBACNOR4,6,62705000,7158000,59477000,5234000,-11565000,Real,685714430000,-0.000011078751042,0.0000054119004584,0.000097675392241,0,0.0,0.0,Eagle Brazil Invest.L.P.,160796813410,Steluc Participacoes Ltda,54450405384,Stefano Adolfo Prado Arnhold,11000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eagle Brazil Invest.L.P.,229142437189,Steluc Participacoes Ltda,159767838745,Stefano Adolfo Prado Arnhold,2500000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tectoy,PN,22770366000182,BR,ativo,1413,Outras outras indústrias,Outros,Ação,Bovespa,TOYB4,BRTOYBACNPR1,6,62705000,7158000,59477000,5234000,-11565000,Real,636926305000,-0.000011078751042,0.0000054119004584,0.000097675392241,0,0.0,0.0,Eagle Brazil Invest.L.P.,160796813410,Steluc Participacoes Ltda,54450405384,Stefano Adolfo Prado Arnhold,11000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eagle Brazil Invest.L.P.,229142437189,Steluc Participacoes Ltda,159767838745,Stefano Adolfo Prado Arnhold,2500000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tegma,ON,2351144000118,BR,ativo,2080,Atividades auxiliares ao transporte,Transporte Serviç,Ação,Bovespa,TGMA3,BRTGMAACNOR7,6,1019407000,407478000,806752000,122630000,33035000,Real,65937000,1.3787701565,6.1798079986,24.912224546,0.9857789565,2.1,4.3,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Transportadora Sinimbu S/A,26307926,Coimex Empreendimentos e Participacoes Ltda.,16747415,Dynamo Administracao de Recursos Ltda,1779600,Dynamo Internacional Gestao de Recursos Ltda.,1779600,Fernando Luiz Schettino Moreira,107943,Acoes em Tesouraria,65200,Maria Thereza Moreira Franco,594,Mario Sergio Moreira Franco,121,Ana Lucia Moreira Franco Ballve,28,Augusto Cesar Moreira Franco,28
Teka,ON,82636986000155,BR,ativo,1122,Indústria de roupas de tecido,Textil,Ação,Bovespa,TEKA3,BRTEKAACNOR6,6,686030000,-780928000,118359000,27996000,76964000,Real,16791000,-0.52444731401,-15.520779091,6.4256260289,0,0.0,0.0,Cell Part. e Adm. Ltda,4516074,Monte Claro Partic e Serv Ltda,4170215,Monte Claro Partic e Serv Ltda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Monte Claro Partic e Serv Ltda,14674936,Cell Part. e Adm. Ltda,471747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teka,PN,82636986000155,BR,ativo,1122,Indústria de roupas de tecido,Textil,Ação,Bovespa,TEKA4,BRTEKAACNPR3,6,686030000,-780928000,118359000,27996000,76964000,Real,33524000,-0.52444731401,-15.520779091,6.4256260289,0,0.0,0.0,Cell Part. e Adm. Ltda,4516074,Monte Claro Partic e Serv Ltda,4170215,Monte Claro Partic e Serv Ltda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Monte Claro Partic e Serv Ltda,14674936,Cell Part. e Adm. Ltda,471747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tekno,ON,33467572000134,BR,ativo,1123,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,TKNO3,BRTKNOACNOR8,6,263572000,225221000,69807000,18706000,11587000,Real,1492000,9.9587053719,81.277878022,52.408499459,9.8671770428,-,-,Eloisa Madeira Szanto,264341,Estela Madeira do Val,262800,Carlos Alberto de Almeida Borges,262726,Joao Alberto de Almeida Borges,196211,-,-,-,-,-,-,-,-,-,-,-,-,Estela Madeira do Val,399614,Eloisa Madeira Szanto,399431,Carlos Alberto de Almeida Borges,329044,Joao Alberto de Almeida Borges,312083,-,-,-,-,-,-,-,-,-,-,-,-
Tekno,PN,33467572000134,BR,ativo,1123,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,TKNO4,BRTKNOACNPR5,6,263572000,225221000,69807000,18706000,11587000,Real,1279000,9.9587053719,81.277878022,52.408499459,9.8671770428,8.3,12.7,Eloisa Madeira Szanto,264341,Estela Madeira do Val,262800,Carlos Alberto de Almeida Borges,262726,Joao Alberto de Almeida Borges,196211,-,-,-,-,-,-,-,-,-,-,-,-,Estela Madeira do Val,399614,Eloisa Madeira Szanto,399431,Carlos Alberto de Almeida Borges,329044,Joao Alberto de Almeida Borges,312083,-,-,-,-,-,-,-,-,-,-,-,-
Tel B Campo,PN,-,BR,cancelado,410,Telecomunicações,Telecomunicações,Ação,Bovespa,TBCP4,-,9,1390281000,1066269000,319791000,115775000,64709000,Real,922693000,0.051976154796,0.57539154258,0.23196081849,0,-,-,Telecom de Sao Paulo/Telesp,410683000,Telesp Participacoes,354238000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telecom de Sao Paulo/Telesp,623658000,Telesp Participacoes,183439000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Centroeste Cel,ON,-,BR,cancelado,1761,Telecomunicações,Telecomunicações,Ação,Bovespa,TCOC3,-,12,3867566000,2812921000,2271441000,1280915000,339146000,Real,44333000,2.6438064844,21.626541501,17.706977068,0,-,-,Vivo Participacoes S/A,85735000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vivo Participacoes S/A,44333000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Centroeste Cel,PN,-,BR,cancelado,1761,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TRO-old,-,12,3867566000,2812921000,2271441000,1280915000,339146000,Real,85735000,-,-,-,0,-,-,Vivo Participacoes S/A,85735000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vivo Participacoes S/A,44333000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Centroeste Cel,PN,-,BR,cancelado,1761,Telecomunicações,Telecomunicações,Ação,Bovespa,TCOC4,-,12,3867566000,2812921000,2271441000,1280915000,339146000,Real,85735000,2.6438064844,21.626541501,17.706977068,0,-,-,Vivo Participacoes S/A,85735000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vivo Participacoes S/A,44333000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Leste Celular,ON,-,BR,cancelado,1769,Telecomunicações,Telecomunicações,Ação,Bovespa,TLCP3,-,12,868040000,262979000,561828000,253019000,-92149000,Real,3376000,-9.5707385551,27.268664455,58.352330475,0,-,-,Avista Participacoes Ltda,1850000,Sudestecel Participacoes Ltda,314000,"Brasilcel, N.V.",219000,Tagilo Participacoes Ltda,184000,Polo CSHG FIC de Fundos de Investimento em Ações,95000,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,1833000,Avista Participacoes Ltda,334000,Polo CSHG FIC de Fundos de Investimento em Ações,175000,"Brasilcel, N.V.",105000,Tagilo Participacoes Ltda,48000,-,-,-,-,-,-,-,-,-,-
Tele Leste Celular,PN,-,BR,cancelado,1769,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TBE-old,-,12,868040000,262979000,561828000,253019000,-92149000,Real,6268000,-,-,-,0,-,-,Avista Participacoes Ltda,1850000,Sudestecel Participacoes Ltda,314000,"Brasilcel, N.V.",219000,Tagilo Participacoes Ltda,184000,Polo CSHG FIC de Fundos de Investimento em Ações,95000,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,1833000,Avista Participacoes Ltda,334000,Polo CSHG FIC de Fundos de Investimento em Ações,175000,"Brasilcel, N.V.",105000,Tagilo Participacoes Ltda,48000,-,-,-,-,-,-,-,-,-,-
Tele Leste Celular,PN,-,BR,cancelado,1769,Telecomunicações,Telecomunicações,Ação,Bovespa,TLCP4,-,12,868040000,262979000,561828000,253019000,-92149000,Real,6268000,-9.5707385551,27.268664455,58.352330475,0,-,-,Avista Participacoes Ltda,1850000,Sudestecel Participacoes Ltda,314000,"Brasilcel, N.V.",219000,Tagilo Participacoes Ltda,184000,Polo CSHG FIC de Fundos de Investimento em Ações,95000,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,1833000,Avista Participacoes Ltda,334000,Polo CSHG FIC de Fundos de Investimento em Ações,175000,"Brasilcel, N.V.",105000,Tagilo Participacoes Ltda,48000,-,-,-,-,-,-,-,-,-,-
Tele Nordeste Celul,ON,-,BR,cancelado,1766,Telecomunicações,Telecomunicações,Ação,Bovespa,TNEP3,-,6,1469444000,955105000,510093000,278542000,73524000,Real,137776429000,0.0006051334566,0.0026111633195,0.0028498408377,0,-,-,Tim Brasil Servicos e Participacoes S.A.,13640552000,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tim Brasil Servicos e Participacoes S.A.,73686943000,Latinvest Holdings Llc,8600420000,Tanlay S/A,8576700000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nordeste Celul,PN,-,BR,cancelado,1766,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TND-old,-,6,1469444000,955105000,510093000,278542000,73524000,Real,228001151000,-,-,-,0,-,-,Tim Brasil Servicos e Participacoes S.A.,13640552000,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tim Brasil Servicos e Participacoes S.A.,73686943000,Latinvest Holdings Llc,8600420000,Tanlay S/A,8576700000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nordeste Celul,PN,-,BR,cancelado,1766,Telecomunicações,Telecomunicações,Ação,Bovespa,TNEP4,-,6,1469444000,955105000,510093000,278542000,73524000,Real,228001151000,0.0006051334566,0.0026111633195,0.0028498408377,0,-,-,Tim Brasil Servicos e Participacoes S.A.,13640552000,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tim Brasil Servicos e Participacoes S.A.,73686943000,Latinvest Holdings Llc,8600420000,Tanlay S/A,8576700000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nort Cl,ON,2558154000129,BR,ativo,1760,Telecomunicações,Telecomunicações,Ação,Bovespa,TNCP3,BRTNCPACNOR2,6,17914421000,12432797000,5220015000,2608904000,1099188000,Real,59557879,12.212506606,69.902939424,56.549280887,3.0979694,0.0,5.2,Telemar Norte Leste S/A,118689606,Acoes em Tesouraria,19022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telemar Norte Leste S/A,59303304,Acoes em Tesouraria,2580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nort Cl,PN,2558154000129,BR,cancelado,1760,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TCN-old,-,6,17914421000,12432797000,5220015000,2608904000,1099188000,Real,119046759,-,-,-,0,-,-,Telemar Norte Leste S/A,118689606,Acoes em Tesouraria,19022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telemar Norte Leste S/A,59303304,Acoes em Tesouraria,2580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nort Cl,PN,2558154000129,BR,ativo,1760,Telecomunicações,Telecomunicações,Ação,Bovespa,TNCP4,BRTNCPACNPR9,6,17914421000,12432797000,5220015000,2608904000,1099188000,Real,119046759,12.212506606,69.902939424,56.549280887,3.431244146,0.3,6.6,Telemar Norte Leste S/A,118689606,Acoes em Tesouraria,19022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telemar Norte Leste S/A,59303304,Acoes em Tesouraria,2580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tele Sudeste Celula,ON,-,BR,cancelado,1762,Telecomunicações,Telecomunicações,Ação,Bovespa,TSEP3,-,12,2939658000,2047017000,2077948000,1041590000,111150000,Real,39916000,1.2238583294,22.291132624,22.880017704,0,-,-,"Brasilcel, N.V.",37661000,Tagilo Participacoes Ltda,6663000,Avista Participacoes Ltda,2540000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,23455000,"Brasilcel, N.V.",8690000,Tagilo Participacoes Ltda,3343000,Avista Participacoes Ltda,1238000,-,-,-,-,-,-,-,-,-,-,-,-
Tele Sudeste Celula,PN,-,BR,cancelado,1762,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TSD-old,-,12,2939658000,2047017000,2077948000,1041590000,111150000,Real,51915000,-,-,-,0,-,-,"Brasilcel, N.V.",37661000,Tagilo Participacoes Ltda,6663000,Avista Participacoes Ltda,2540000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,23455000,"Brasilcel, N.V.",8690000,Tagilo Participacoes Ltda,3343000,Avista Participacoes Ltda,1238000,-,-,-,-,-,-,-,-,-,-,-,-
Tele Sudeste Celula,PN,-,BR,cancelado,1762,Telecomunicações,Telecomunicações,Ação,Bovespa,TSEP4,-,12,2939658000,2047017000,2077948000,1041590000,111150000,Real,51915000,1.2238583294,22.291132624,22.880017704,0,-,-,"Brasilcel, N.V.",37661000,Tagilo Participacoes Ltda,6663000,Avista Participacoes Ltda,2540000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Sudestecel Participacoes Ltda,23455000,"Brasilcel, N.V.",8690000,Tagilo Participacoes Ltda,3343000,Avista Participacoes Ltda,1238000,-,-,-,-,-,-,-,-,-,-,-,-
